time,temperature_2m (°C),relative_humidity_2m (%),cloud_cover (%),rain (mm),wind_speed_10m (km/h)
2020-11-22T10:00,18.5,46,0,0.00,11.9
2020-11-22T11:00,20.5,37,22,0.00,12.5
2020-11-22T12:00,21.6,31,52,0.00,12.3
2020-11-22T13:00,22.4,27,8,0.00,13.0
2020-11-22T14:00,22.6,26,65,0.00,11.7
2020-11-22T15:00,22.3,26,87,0.00,10.8
2020-11-22T16:00,20.9,34,70,0.00,7.2
2020-11-22T17:00,16.6,52,71,0.00,9.4
2020-11-22T18:00,16.4,52,91,0.00,8.0
2020-11-22T19:00,15.2,56,1,0.00,9.2
2020-11-22T20:00,14.7,58,0,0.00,8.4
2020-11-22T21:00,16.8,49,0,0.00,5.2
2020-11-22T22:00,16.3,50,0,0.00,4.1
2020-11-22T23:00,16.1,50,0,0.00,4.7
2020-11-23T00:00,14.4,56,0,0.00,5.3
2020-11-23T01:00,14.2,57,0,0.00,4.7
2020-11-23T02:00,12.4,65,1,0.00,4.3
2020-11-23T03:00,10.8,71,0,0.00,5.2
2020-11-23T04:00,10.3,73,0,0.00,5.4
2020-11-23T05:00,9.6,81,0,0.00,5.8
2020-11-23T06:00,9.0,84,0,0.00,6.6
2020-11-23T07:00,10.8,75,0,0.00,4.9
2020-11-23T08:00,14.2,63,0,0.00,4.9
2020-11-23T09:00,17.7,52,0,0.00,0.8
2020-11-23T10:00,20.0,44,0,0.00,1.8
2020-11-23T11:00,21.5,40,0,0.00,2.2
2020-11-23T12:00,22.4,36,0,0.00,2.5
2020-11-23T13:00,22.9,35,0,0.00,3.1
2020-11-23T14:00,23.1,34,31,0.00,3.6
2020-11-23T15:00,22.9,34,37,0.00,5.0
2020-11-23T16:00,21.5,42,2,0.00,5.0
2020-11-23T17:00,17.4,56,0,0.00,8.7
2020-11-23T18:00,16.2,61,1,0.00,9.7
2020-11-23T19:00,15.4,63,0,0.00,9.2
2020-11-23T20:00,14.2,66,0,0.00,11.3
2020-11-23T21:00,13.8,63,0,0.00,11.0
2020-11-23T22:00,13.1,65,0,0.00,10.5
2020-11-23T23:00,12.4,72,0,0.00,8.0
2020-11-24T00:00,11.4,79,0,0.00,10.9
2020-11-24T01:00,11.4,77,0,0.00,10.9
2020-11-24T02:00,11.0,78,8,0.00,11.2
2020-11-24T03:00,10.7,79,3,0.00,10.0
2020-11-24T04:00,10.2,82,0,0.00,10.4
2020-11-24T05:00,9.8,86,0,0.00,9.7
2020-11-24T06:00,9.9,85,84,0.00,8.2
2020-11-24T07:00,11.7,77,92,0.00,6.6
2020-11-24T08:00,15.3,65,69,0.00,7.2
2020-11-24T09:00,18.5,53,98,0.00,5.2
2020-11-24T10:00,20.4,47,96,0.00,4.2
2020-11-24T11:00,21.8,43,97,0.00,4.4
2020-11-24T12:00,22.5,39,87,0.00,3.6
2020-11-24T13:00,22.9,37,96,0.00,3.0
2020-11-24T14:00,23.0,36,94,0.00,4.3
2020-11-24T15:00,22.7,36,89,0.00,6.0
2020-11-24T16:00,21.4,44,96,0.00,6.0
2020-11-24T17:00,18.9,53,91,0.00,6.6
2020-11-24T18:00,17.8,58,81,0.00,7.2
2020-11-24T19:00,16.5,63,75,0.00,7.0
2020-11-24T20:00,16.0,65,56,0.00,7.4
2020-11-24T21:00,14.9,70,93,0.00,7.8
2020-11-24T22:00,14.6,69,92,0.00,7.6
2020-11-24T23:00,14.1,71,94,0.00,7.4
2020-11-25T00:00,14.3,70,97,0.00,7.9
2020-11-25T01:00,14.2,70,86,0.00,7.5
2020-11-25T02:00,13.8,73,94,0.00,7.9
2020-11-25T03:00,13.9,72,99,0.00,8.6
2020-11-25T04:00,13.9,71,96,0.00,7.9
2020-11-25T05:00,13.7,74,100,0.00,8.2
2020-11-25T06:00,13.9,73,97,0.00,6.8
2020-11-25T07:00,14.2,73,93,0.00,7.0
2020-11-25T08:00,15.6,67,93,0.00,6.2
2020-11-25T09:00,18.0,58,68,0.00,6.7
2020-11-25T10:00,20.1,50,99,0.00,6.9
2020-11-25T11:00,20.8,48,89,0.00,7.2
2020-11-25T12:00,21.6,45,94,0.00,6.6
2020-11-25T13:00,22.0,43,68,0.00,7.9
2020-11-25T14:00,22.1,42,91,0.00,10.9
2020-11-25T15:00,21.8,43,81,0.00,12.5
2020-11-25T16:00,21.0,46,67,0.00,9.7
2020-11-25T17:00,17.7,61,94,0.00,9.0
2020-11-25T18:00,17.3,63,89,0.00,13.8
2020-11-25T19:00,16.5,70,94,0.00,14.5
2020-11-25T20:00,16.1,75,94,0.00,13.3
2020-11-25T21:00,15.6,79,93,0.00,11.2
2020-11-25T22:00,15.2,80,98,0.00,10.9
2020-11-25T23:00,15.1,81,97,0.00,6.5
2020-11-26T00:00,14.9,82,98,0.00,5.1
2020-11-26T01:00,15.6,78,96,0.00,3.6
2020-11-26T02:00,14.9,83,100,0.00,6.2
2020-11-26T03:00,14.8,83,99,0.00,8.7
2020-11-26T04:00,14.4,85,90,0.10,5.6
2020-11-26T05:00,13.4,87,96,0.20,7.2
2020-11-26T06:00,13.9,83,51,0.40,4.7
2020-11-26T07:00,14.4,82,63,0.00,5.8
2020-11-26T08:00,15.2,78,19,0.00,8.0
2020-11-26T09:00,17.0,69,20,0.00,8.8
2020-11-26T10:00,19.0,60,16,0.00,9.3
2020-11-26T11:00,20.5,53,47,0.00,9.0
2020-11-26T12:00,21.5,49,45,0.00,8.3
2020-11-26T13:00,22.0,47,11,0.00,6.3
2020-11-26T14:00,22.5,45,7,0.00,7.0
2020-11-26T15:00,22.4,45,6,0.00,8.7
2020-11-26T16:00,21.8,47,1,0.00,5.9
2020-11-26T17:00,18.8,58,0,0.00,7.0
2020-11-26T18:00,18.0,63,2,0.00,6.9
2020-11-26T19:00,17.0,69,0,0.00,8.0
2020-11-26T20:00,16.3,72,0,0.00,9.5
2020-11-26T21:00,15.9,73,0,0.00,10.5
2020-11-26T22:00,15.5,76,0,0.00,11.8
2020-11-26T23:00,14.9,78,0,0.00,12.3
2020-11-27T00:00,14.4,81,0,0.00,11.6
2020-11-27T01:00,13.8,83,0,0.00,10.5
2020-11-27T02:00,13.2,85,0,0.00,10.0
2020-11-27T03:00,12.9,86,0,0.00,10.9
2020-11-27T04:00,12.5,87,0,0.00,12.3
2020-11-27T05:00,12.4,89,0,0.00,13.8
2020-11-27T06:00,12.2,89,0,0.00,15.1
2020-11-27T07:00,12.6,86,0,0.00,15.2
2020-11-27T08:00,14.7,76,0,0.00,14.5
2020-11-27T09:00,17.2,65,0,0.00,14.6
2020-11-27T10:00,19.6,56,0,0.00,14.6
2020-11-27T11:00,21.5,50,0,0.00,13.8
2020-11-27T12:00,22.9,45,0,0.00,13.6
2020-11-27T13:00,23.8,43,0,0.00,13.5
2020-11-27T14:00,24.1,41,0,0.00,13.2
2020-11-27T15:00,23.9,42,0,0.00,13.2
2020-11-27T16:00,22.6,48,0,0.00,10.1
2020-11-27T17:00,19.7,56,0,0.00,9.4
2020-11-27T18:00,19.3,57,0,0.00,10.6
2020-11-27T19:00,18.4,60,0,0.00,11.1
2020-11-27T20:00,17.4,64,0,0.00,10.9
2020-11-27T21:00,16.5,67,0,0.00,10.7
2020-11-27T22:00,15.5,71,0,0.00,9.6
2020-11-27T23:00,14.6,74,0,0.00,9.0
2020-11-28T00:00,13.9,77,0,0.00,8.7
2020-11-28T01:00,13.1,80,0,0.00,10.4
2020-11-28T02:00,12.7,82,0,0.00,12.6
2020-11-28T03:00,12.4,82,0,0.00,14.1
2020-11-28T04:00,12.1,82,0,0.00,14.9
2020-11-28T05:00,11.5,87,0,0.00,14.0
2020-11-28T06:00,11.2,87,0,0.00,12.9
2020-11-28T07:00,11.4,84,0,0.00,13.8
2020-11-28T08:00,13.6,74,0,0.00,14.1
2020-11-28T09:00,16.3,63,0,0.00,14.6
2020-11-28T10:00,18.8,55,0,0.00,14.1
2020-11-28T11:00,20.8,47,0,0.00,13.6
2020-11-28T12:00,22.4,41,0,0.00,13.7
2020-11-28T13:00,23.5,37,0,0.00,14.5
2020-11-28T14:00,23.8,35,0,0.00,14.6
2020-11-28T15:00,23.6,34,0,0.00,13.0
2020-11-28T16:00,22.1,40,0,0.00,7.5
2020-11-28T17:00,18.5,54,0,0.00,7.4
2020-11-28T18:00,17.9,56,0,0.00,7.3
2020-11-28T19:00,16.5,60,0,0.00,7.4
2020-11-28T20:00,15.9,61,0,0.00,7.7
2020-11-28T21:00,15.2,62,0,0.00,8.2
2020-11-28T22:00,14.1,66,0,0.00,7.3
2020-11-28T23:00,13.4,69,0,0.00,7.9
2020-11-29T00:00,12.7,71,0,0.00,9.0
2020-11-29T01:00,12.0,74,0,0.00,9.0
2020-11-29T02:00,11.4,78,0,0.00,9.4
2020-11-29T03:00,11.1,82,21,0.00,11.0
2020-11-29T04:00,10.6,85,13,0.00,11.4
2020-11-29T05:00,9.9,89,7,0.00,10.2
2020-11-29T06:00,9.8,89,0,0.00,9.1
2020-11-29T07:00,10.1,87,0,0.00,8.7
2020-11-29T08:00,12.9,74,0,0.00,8.4
2020-11-29T09:00,16.0,61,0,0.00,7.1
2020-11-29T10:00,18.8,50,0,0.00,6.9
2020-11-29T11:00,20.9,42,0,0.00,7.6
2020-11-29T12:00,22.2,37,0,0.00,7.4
2020-11-29T13:00,23.0,33,0,0.00,7.3
2020-11-29T14:00,23.4,32,0,0.00,7.4
2020-11-29T15:00,23.1,33,0,0.00,7.1
2020-11-29T16:00,21.5,42,0,0.00,4.9
2020-11-29T17:00,17.4,57,0,0.00,10.0
2020-11-29T18:00,16.8,60,0,0.00,9.2
2020-11-29T19:00,15.5,65,0,0.00,9.7
2020-11-29T20:00,14.6,68,0,0.00,9.6
2020-11-29T21:00,13.9,70,0,0.00,9.4
2020-11-29T22:00,12.9,75,0,0.00,10.2
2020-11-29T23:00,12.9,74,0,0.00,8.0
2020-11-30T00:00,12.1,78,0,0.00,7.6
2020-11-30T01:00,11.6,79,0,0.00,7.0
2020-11-30T02:00,11.5,79,0,0.00,5.9
2020-11-30T03:00,11.2,80,0,0.00,6.5
2020-11-30T04:00,10.9,81,0,0.00,7.3
2020-11-30T05:00,10.5,87,0,0.00,6.6
2020-11-30T06:00,10.0,89,0,0.00,6.5
2020-11-30T07:00,10.8,85,0,0.00,6.5
2020-11-30T08:00,13.6,73,0,0.00,7.3
2020-11-30T09:00,17.0,61,0,0.00,4.9
2020-11-30T10:00,19.9,50,0,0.00,5.7
2020-11-30T11:00,21.6,45,0,0.00,6.6
2020-11-30T12:00,22.9,41,0,0.00,7.1
2020-11-30T13:00,23.6,38,0,0.00,7.7
2020-11-30T14:00,24.0,36,0,0.00,7.8
2020-11-30T15:00,23.8,37,0,0.00,9.1
2020-11-30T16:00,22.4,42,39,0.00,6.6
2020-11-30T17:00,18.2,59,5,0.00,9.1
2020-11-30T18:00,17.9,61,0,0.00,7.6
2020-11-30T19:00,17.0,64,0,0.00,7.6
2020-11-30T20:00,15.9,67,0,0.00,9.2
2020-11-30T21:00,14.9,71,0,0.00,9.9
2020-11-30T22:00,14.1,75,0,0.00,10.7
2020-11-30T23:00,13.4,78,0,0.00,9.4
2020-12-01T00:00,12.6,82,0,0.00,9.2
2020-12-01T01:00,12.1,85,0,0.00,8.0
2020-12-01T02:00,11.9,85,0,0.00,5.1
2020-12-01T03:00,11.6,86,0,0.00,6.4
2020-12-01T04:00,11.2,88,0,0.00,6.8
2020-12-01T05:00,10.4,91,0,0.00,6.6
2020-12-01T06:00,10.1,92,0,0.00,6.2
2020-12-01T07:00,10.6,90,0,0.00,6.3
2020-12-01T08:00,13.7,78,0,0.00,6.8
2020-12-01T09:00,17.2,66,0,0.00,5.5
2020-12-01T10:00,20.1,55,0,0.00,5.2
2020-12-01T11:00,22.0,46,0,0.00,5.6
2020-12-01T12:00,23.4,41,0,0.00,6.9
2020-12-01T13:00,24.2,37,0,0.00,8.5
2020-12-01T14:00,24.5,36,0,0.00,9.7
2020-12-01T15:00,24.1,37,0,0.00,10.0
2020-12-01T16:00,22.9,43,0,0.00,6.4
2020-12-01T17:00,19.0,63,0,0.00,8.8
2020-12-01T18:00,18.5,66,0,0.00,8.0
2020-12-01T19:00,17.3,72,0,0.00,8.7
2020-12-01T20:00,16.5,75,0,0.00,8.6
2020-12-01T21:00,15.4,79,0,0.00,9.8
2020-12-01T22:00,14.3,84,0,0.00,11.2
2020-12-01T23:00,14.1,85,0,0.00,9.8
2020-12-02T00:00,13.5,86,0,0.00,9.7
2020-12-02T01:00,12.8,88,0,0.00,9.5
2020-12-02T02:00,12.5,89,0,0.00,7.0
2020-12-02T03:00,12.4,90,0,0.00,6.1
2020-12-02T04:00,12.0,91,0,0.00,6.9
2020-12-02T05:00,11.2,94,0,0.00,6.7
2020-12-02T06:00,10.9,94,0,0.00,8.8
2020-12-02T07:00,11.4,93,0,0.00,10.1
2020-12-02T08:00,14.1,80,0,0.00,10.9
2020-12-02T09:00,17.5,66,0,0.00,9.7
2020-12-02T10:00,20.6,55,0,0.00,10.6
2020-12-02T11:00,23.0,47,0,0.00,12.9
2020-12-02T12:00,24.5,42,0,0.00,13.9
2020-12-02T13:00,25.3,38,0,0.00,14.5
2020-12-02T14:00,25.6,37,0,0.00,14.5
2020-12-02T15:00,25.4,37,0,0.00,15.0
2020-12-02T16:00,24.0,42,0,0.00,10.6
2020-12-02T17:00,20.3,54,0,0.00,8.0
2020-12-02T18:00,20.0,55,0,0.00,9.0
2020-12-02T19:00,19.1,57,0,0.00,9.9
2020-12-02T20:00,18.1,60,0,0.00,10.0
2020-12-02T21:00,17.3,63,0,0.00,9.7
2020-12-02T22:00,16.5,67,0,0.00,9.7
2020-12-02T23:00,15.8,70,0,0.00,9.7
2020-12-03T00:00,14.9,74,0,0.00,9.4
2020-12-03T01:00,14.2,78,0,0.00,8.8
2020-12-03T02:00,13.7,81,0,0.00,8.6
2020-12-03T03:00,13.3,84,0,0.00,8.1
2020-12-03T04:00,12.9,86,0,0.00,7.9
2020-12-03T05:00,11.9,93,0,0.00,8.2
2020-12-03T06:00,11.6,93,0,0.00,7.9
2020-12-03T07:00,11.9,92,0,0.00,8.8
2020-12-03T08:00,14.8,79,0,0.00,8.8
2020-12-03T09:00,17.9,67,0,0.00,6.1
2020-12-03T10:00,20.6,56,0,0.00,4.7
2020-12-03T11:00,22.7,48,0,0.00,4.3
2020-12-03T12:00,24.2,43,0,0.00,4.1
2020-12-03T13:00,25.1,39,0,0.00,5.4
2020-12-03T14:00,25.5,37,0,0.00,5.7
2020-12-03T15:00,25.2,37,0,0.00,6.0
2020-12-03T16:00,23.8,44,0,0.00,4.3
2020-12-03T17:00,21.2,53,0,0.00,6.3
2020-12-03T18:00,21.6,53,0,0.00,4.9
2020-12-03T19:00,19.4,63,0,0.00,5.5
2020-12-03T20:00,19.1,63,0,0.00,5.1
2020-12-03T21:00,20.0,59,0,0.00,3.3
2020-12-03T22:00,19.7,60,0,0.00,2.7
2020-12-03T23:00,18.6,64,0,0.00,5.4
2020-12-04T00:00,15.2,80,0,0.00,7.9
2020-12-04T01:00,13.6,87,0,0.00,9.4
2020-12-04T02:00,12.8,90,0,0.00,9.9
2020-12-04T03:00,12.4,92,0,0.00,9.4
2020-12-04T04:00,12.2,91,0,0.00,9.4
2020-12-04T05:00,11.8,93,0,0.00,9.4
2020-12-04T06:00,11.4,93,0,0.00,9.2
2020-12-04T07:00,12.9,89,0,0.00,6.5
2020-12-04T08:00,16.4,75,0,0.00,8.3
2020-12-04T09:00,20.2,60,0,0.00,5.9
2020-12-04T10:00,23.1,47,0,0.00,6.6
2020-12-04T11:00,24.7,41,0,0.00,5.8
2020-12-04T12:00,25.8,37,0,0.00,4.7
2020-12-04T13:00,26.5,35,0,0.00,2.5
2020-12-04T14:00,26.8,33,10,0.00,1.1
2020-12-04T15:00,26.5,33,0,0.00,2.9
2020-12-04T16:00,24.9,40,0,0.00,4.5
2020-12-04T17:00,21.5,50,0,0.00,8.3
2020-12-04T18:00,20.2,53,0,0.00,7.3
2020-12-04T19:00,18.7,58,0,0.00,9.2
2020-12-04T20:00,18.8,57,0,0.00,9.5
2020-12-04T21:00,17.8,64,0,0.00,10.9
2020-12-04T22:00,16.8,70,0,0.00,11.1
2020-12-04T23:00,16.4,73,0,0.00,11.0
2020-12-05T00:00,15.9,76,0,0.00,10.4
2020-12-05T01:00,15.4,79,0,0.00,10.3
2020-12-05T02:00,14.9,81,0,0.00,10.4
2020-12-05T03:00,14.5,84,0,0.00,10.6
2020-12-05T04:00,14.2,85,0,0.00,10.9
2020-12-05T05:00,13.4,91,0,0.00,10.7
2020-12-05T06:00,13.1,92,0,0.00,10.3
2020-12-05T07:00,13.1,93,0,0.00,10.6
2020-12-05T08:00,15.4,82,0,0.00,11.3
2020-12-05T09:00,18.1,71,0,0.00,11.9
2020-12-05T10:00,20.8,61,0,0.00,11.9
2020-12-05T11:00,23.0,53,0,0.00,11.6
2020-12-05T12:00,24.8,47,0,0.00,10.5
2020-12-05T13:00,25.9,42,0,0.00,9.4
2020-12-05T14:00,26.5,40,0,0.00,9.4
2020-12-05T15:00,26.4,40,0,0.00,10.2
2020-12-05T16:00,25.2,44,0,0.00,8.6
2020-12-05T17:00,21.0,56,0,0.00,8.2
2020-12-05T18:00,20.5,58,0,0.00,7.2
2020-12-05T19:00,19.9,62,0,0.00,9.4
2020-12-05T20:00,19.1,66,0,0.00,10.1
2020-12-05T21:00,18.4,70,0,0.00,10.4
2020-12-05T22:00,17.8,73,0,0.00,10.0
2020-12-05T23:00,17.0,77,0,0.00,10.0
2020-12-06T00:00,16.4,81,0,0.00,9.5
2020-12-06T01:00,15.8,84,0,0.00,9.7
2020-12-06T02:00,15.4,86,0,0.00,10.4
2020-12-06T03:00,15.0,88,0,0.00,10.2
2020-12-06T04:00,14.6,90,1,0.00,8.9
2020-12-06T05:00,13.9,93,0,0.00,7.8
2020-12-06T06:00,13.6,94,0,0.00,8.2
2020-12-06T07:00,13.8,94,67,0.00,8.4
2020-12-06T08:00,16.0,83,0,0.00,6.9
2020-12-06T09:00,18.9,70,0,0.00,4.6
2020-12-06T10:00,21.5,58,0,0.00,2.3
2020-12-06T11:00,23.5,50,0,0.00,2.3
2020-12-06T12:00,25.2,44,38,0.00,1.8
2020-12-06T13:00,26.3,39,0,0.00,1.1
2020-12-06T14:00,26.7,36,0,0.00,2.2
2020-12-06T15:00,26.4,37,0,0.00,8.5
2020-12-06T16:00,24.7,45,0,0.00,8.5
2020-12-06T17:00,20.5,64,0,0.00,7.1
2020-12-06T18:00,20.0,69,0,0.00,7.2
2020-12-06T19:00,18.9,75,0,0.00,7.6
2020-12-06T20:00,18.2,77,0,0.00,7.8
2020-12-06T21:00,17.5,81,52,0.00,8.1
2020-12-06T22:00,16.5,87,28,0.00,7.4
2020-12-06T23:00,16.1,89,1,0.00,8.0
2020-12-07T00:00,15.4,90,0,0.00,7.1
2020-12-07T01:00,14.8,92,0,0.00,6.8
2020-12-07T02:00,14.6,92,0,0.00,6.9
2020-12-07T03:00,14.4,93,0,0.00,7.6
2020-12-07T04:00,14.1,94,0,0.00,8.7
2020-12-07T05:00,13.4,95,0,0.00,9.4
2020-12-07T06:00,13.0,96,0,0.00,9.0
2020-12-07T07:00,13.1,96,0,0.00,10.4
2020-12-07T08:00,15.4,87,0,0.00,10.8
2020-12-07T09:00,18.2,75,0,0.00,11.2
2020-12-07T10:00,21.0,64,0,0.00,11.9
2020-12-07T11:00,23.0,56,0,0.00,12.1
2020-12-07T12:00,24.5,49,0,0.00,11.4
2020-12-07T13:00,25.5,43,0,0.00,11.3
2020-12-07T14:00,26.0,40,0,0.00,11.6
2020-12-07T15:00,25.8,40,0,0.00,11.9
2020-12-07T16:00,24.5,44,0,0.00,8.2
2020-12-07T17:00,20.4,66,0,0.00,7.4
2020-12-07T18:00,20.0,68,0,0.00,6.6
2020-12-07T19:00,18.5,74,0,0.00,8.9
2020-12-07T20:00,17.5,79,0,0.00,8.8
2020-12-07T21:00,16.8,82,0,0.00,8.9
2020-12-07T22:00,15.9,86,0,0.00,9.6
2020-12-07T23:00,15.3,87,0,0.00,9.6
2020-12-08T00:00,14.8,88,0,0.00,9.8
2020-12-08T01:00,14.3,89,0,0.00,9.8
2020-12-08T02:00,14.1,89,0,0.00,8.3
2020-12-08T03:00,13.9,89,0,0.00,6.6
2020-12-08T04:00,13.9,90,0,0.00,6.8
2020-12-08T05:00,13.0,94,0,0.00,6.1
2020-12-08T06:00,11.7,95,0,0.00,8.7
2020-12-08T07:00,12.4,95,0,0.00,6.1
2020-12-08T08:00,15.4,85,0,0.00,4.4
2020-12-08T09:00,18.5,74,0,0.00,4.4
2020-12-08T10:00,21.1,64,0,0.00,6.0
2020-12-08T11:00,23.0,56,0,0.00,6.5
2020-12-08T12:00,24.3,50,0,0.00,5.4
2020-12-08T13:00,25.1,46,0,0.00,4.3
2020-12-08T14:00,25.5,44,0,0.00,3.3
2020-12-08T15:00,25.5,44,0,0.00,3.6
2020-12-08T16:00,24.3,50,0,0.00,4.1
2020-12-08T17:00,20.0,66,0,0.00,9.4
2020-12-08T18:00,19.6,69,0,0.00,8.4
2020-12-08T19:00,18.5,74,0,0.00,9.8
2020-12-08T20:00,17.4,78,0,0.00,10.0
2020-12-08T21:00,16.5,80,0,0.00,9.2
2020-12-08T22:00,16.5,78,0,0.00,8.3
2020-12-08T23:00,18.1,70,0,0.00,3.6
2020-12-09T00:00,18.1,69,0,0.00,2.9
2020-12-09T01:00,18.1,68,0,0.00,4.0
2020-12-09T02:00,17.8,70,0,0.00,5.2
2020-12-09T03:00,17.1,72,0,0.00,5.5
2020-12-09T04:00,15.6,79,0,0.00,6.0
2020-12-09T05:00,13.8,87,0,0.00,6.6
2020-12-09T06:00,12.9,89,0,0.00,7.2
2020-12-09T07:00,12.4,93,0,0.00,7.7
2020-12-09T08:00,15.9,80,0,0.00,5.4
2020-12-09T09:00,19.0,70,0,0.00,4.0
2020-12-09T10:00,21.5,60,0,0.00,4.9
2020-12-09T11:00,23.3,53,0,0.00,4.0
2020-12-09T12:00,24.7,48,0,0.00,3.8
2020-12-09T13:00,25.5,46,0,0.00,4.6
2020-12-09T14:00,26.0,45,0,0.00,5.4
2020-12-09T15:00,25.8,45,0,0.00,5.8
2020-12-09T16:00,24.7,50,0,0.00,4.7
2020-12-09T17:00,20.8,65,0,0.00,9.0
2020-12-09T18:00,20.3,68,6,0.00,8.4
2020-12-09T19:00,18.9,73,3,0.00,9.7
2020-12-09T20:00,18.0,76,2,0.00,9.7
2020-12-09T21:00,20.2,65,0,0.00,1.1
2020-12-09T22:00,20.0,65,0,0.00,3.3
2020-12-09T23:00,15.9,85,0,0.00,7.3
2020-12-10T00:00,14.9,89,0,0.00,8.2
2020-12-10T01:00,14.6,89,1,0.00,7.2
2020-12-10T02:00,14.6,88,0,0.00,7.4
2020-12-10T03:00,13.9,92,3,0.00,6.4
2020-12-10T04:00,13.1,93,7,0.00,7.6
2020-12-10T05:00,13.1,94,15,0.00,6.0
2020-12-10T06:00,13.1,93,2,0.00,6.6
2020-12-10T07:00,13.1,92,1,0.00,5.6
2020-12-10T08:00,15.6,79,1,0.00,8.7
2020-12-10T09:00,18.2,66,7,0.00,8.2
2020-12-10T10:00,20.9,55,13,0.00,8.0
2020-12-10T11:00,23.2,46,1,0.00,7.7
2020-12-10T12:00,25.0,40,1,0.00,7.9
2020-12-10T13:00,26.0,37,1,0.00,8.1
2020-12-10T14:00,26.2,37,1,0.00,8.4
2020-12-10T15:00,26.0,38,1,0.00,8.7
2020-12-10T16:00,24.7,43,0,0.00,6.6
2020-12-10T17:00,20.2,61,0,0.00,9.5
2020-12-10T18:00,20.1,64,4,0.00,8.3
2020-12-10T19:00,20.0,64,7,0.00,7.9
2020-12-10T20:00,18.9,67,6,0.00,8.7
2020-12-10T21:00,17.1,74,2,0.00,9.5
2020-12-10T22:00,19.0,65,1,0.00,5.6
2020-12-10T23:00,16.1,77,0,0.00,8.8
2020-12-11T00:00,15.6,82,4,0.00,7.2
2020-12-11T01:00,15.1,85,6,0.00,7.4
2020-12-11T02:00,14.2,89,2,0.00,9.5
2020-12-11T03:00,13.9,90,0,0.00,7.9
2020-12-11T04:00,13.5,91,0,0.00,8.3
2020-12-11T05:00,13.0,94,0,0.00,9.4
2020-12-11T06:00,14.3,89,0,0.00,6.5
2020-12-11T07:00,15.1,85,0,0.00,1.4
2020-12-11T08:00,16.7,79,0,0.00,1.6
2020-12-11T09:00,19.5,67,0,0.00,3.8
2020-12-11T10:00,22.5,54,0,0.00,4.0
2020-12-11T11:00,25.1,42,99,0.00,5.4
2020-12-11T12:00,25.0,42,98,0.00,6.8
2020-12-11T13:00,25.2,42,93,0.00,8.4
2020-12-11T14:00,25.2,44,6,0.00,8.1
2020-12-11T15:00,25.4,44,6,0.00,7.2
2020-12-11T16:00,24.2,49,17,0.00,6.3
2020-12-11T17:00,19.8,67,27,0.00,7.5
2020-12-11T18:00,19.5,68,29,0.00,7.4
2020-12-11T19:00,18.8,72,25,0.00,6.5
2020-12-11T20:00,18.1,76,44,0.00,6.9
2020-12-11T21:00,17.8,77,40,0.00,7.7
2020-12-11T22:00,18.0,76,39,0.00,8.8
2020-12-11T23:00,17.5,80,36,0.20,8.6
2020-12-12T00:00,17.3,82,43,0.10,11.0
2020-12-12T01:00,17.0,85,56,0.00,10.5
2020-12-12T02:00,16.5,91,30,0.30,7.0
2020-12-12T03:00,16.4,94,24,0.00,8.7
2020-12-12T04:00,16.1,95,25,0.20,10.0
2020-12-12T05:00,15.8,93,16,0.30,3.0
2020-12-12T06:00,14.6,97,11,0.00,4.3
2020-12-12T07:00,14.8,97,16,0.00,3.3
2020-12-12T08:00,16.8,93,33,0.00,3.1
2020-12-12T09:00,18.2,87,38,0.00,0.8
2020-12-12T10:00,19.7,77,38,0.00,2.3
2020-12-12T11:00,21.2,69,38,0.00,4.5
2020-12-12T12:00,22.0,64,30,0.00,5.6
2020-12-12T13:00,22.6,59,24,0.00,7.2
2020-12-12T14:00,22.9,57,25,0.00,7.4
2020-12-12T15:00,22.8,57,11,0.00,6.8
2020-12-12T16:00,22.1,59,4,0.00,5.9
2020-12-12T17:00,18.0,81,2,0.00,7.7
2020-12-12T18:00,17.6,83,1,0.00,7.3
2020-12-12T19:00,16.8,87,0,0.00,6.5
2020-12-12T20:00,15.9,91,0,0.00,6.0
2020-12-12T21:00,15.4,92,0,0.00,7.2
2020-12-12T22:00,14.9,92,0,0.00,7.1
2020-12-12T23:00,14.7,93,0,0.00,7.2
2020-12-13T00:00,14.4,93,0,0.00,8.7
2020-12-13T01:00,13.9,92,0,0.00,11.1
2020-12-13T02:00,13.1,92,0,0.00,10.5
2020-12-13T03:00,12.4,91,0,0.00,10.9
2020-12-13T04:00,11.9,91,0,0.00,11.3
2020-12-13T05:00,12.0,94,0,0.00,11.1
2020-12-13T06:00,11.9,94,0,0.00,8.9
2020-12-13T07:00,11.7,94,0,0.00,8.7
2020-12-13T08:00,13.4,86,0,0.00,9.8
2020-12-13T09:00,15.8,75,0,0.00,10.0
2020-12-13T10:00,18.0,62,0,0.00,11.0
2020-12-13T11:00,19.6,48,0,0.00,12.3
2020-12-13T12:00,20.5,40,0,0.00,13.5
2020-12-13T13:00,21.0,36,0,0.00,15.1
2020-12-13T14:00,21.0,34,0,0.00,16.7
2020-12-13T15:00,20.5,34,0,0.00,16.9
2020-12-13T16:00,19.5,36,0,0.00,14.0
2020-12-13T17:00,15.5,53,0,0.00,8.9
2020-12-13T18:00,14.6,57,0,0.00,9.2
2020-12-13T19:00,13.6,59,0,0.00,8.9
2020-12-13T20:00,12.8,62,0,0.00,9.0
2020-12-13T21:00,12.1,64,0,0.00,9.5
